year,domain,category,state,factor,n
2011,economic,children in poverty,Michigan,count,560000
2012,economic,children in poverty,Michigan,count,554000
2008,economic,children in poverty,Michigan,pct,19
2009,economic,children in poverty,Michigan,pct,23
2010,economic,children in poverty,Michigan,pct,23
2011,economic,children in poverty,Michigan,pct,25
2012,economic,children in poverty,Michigan,pct,25
2008,economic,children in poverty,Michigan,rank,32
2009,economic,children in poverty,Michigan,rank,38
2010,economic,children in poverty,Michigan,rank,34
2011,economic,children in poverty,Michigan,rank,36
2012,economic,children in poverty,Michigan,rank,36
2008,economic,parents without full-time employment,Michigan,count,728000
2009,economic,parents without full-time employment,Michigan,count,845000
2010,economic,parents without full-time employment,Michigan,count,855000
2011,economic,parents without full-time employment,Michigan,count,813000
2012,economic,parents without full-time employment,Michigan,count,778000
2008,economic,parents without full-time employment,Michigan,pct,31
2009,economic,parents without full-time employment,Michigan,pct,36
2010,economic,parents without full-time employment,Michigan,pct,37
2011,economic,parents without full-time employment,Michigan,pct,35
2012,economic,parents without full-time employment,Michigan,pct,34
2008,economic,parents without full-time employment,Michigan,rank,44
2009,economic,parents without full-time employment,Michigan,rank,47
2010,economic,parents without full-time employment,Michigan,rank,43
2011,economic,parents without full-time employment,Michigan,rank,37
2012,economic,parents without full-time employment,Michigan,rank,37
2008,economic,teens not attending school,Michigan,count,52000
2009,economic,teens not attending school,Michigan,count,55000
2010,economic,teens not attending school,Michigan,count,54000
2011,economic,teens not attending school,Michigan,count,52000
2012,economic,teens not attending school,Michigan,count,43000
2008,economic,teens not attending school,Michigan,pct,8
2009,economic,teens not attending school,Michigan,pct,9
2010,economic,teens not attending school,Michigan,pct,9
2011,economic,teens not attending school,Michigan,pct,9
2012,economic,teens not attending school,Michigan,pct,8
2008,economic,teens not attending school,Michigan,rank,21
2009,economic,teens not attending school,Michigan,rank,23
2010,economic,teens not attending school,Michigan,rank,25
2011,economic,teens not attending school,Michigan,rank,28
2012,economic,teens not attending school,Michigan,rank,19
2008,economic,spend >30% on housing,Minnesota,count,422000
2009,economic,spend >30% on housing,Minnesota,count,430000
2010,economic,spend >30% on housing,Minnesota,count,435000
2011,economic,spend >30% on housing,Minnesota,count,412000
2012,economic,spend >30% on housing,Minnesota,count,369000
2008,economic,spend >30% on housing,Minnesota,pct,34
2009,economic,spend >30% on housing,Minnesota,pct,34
2010,economic,spend >30% on housing,Minnesota,pct,34
2011,economic,spend >30% on housing,Minnesota,pct,32
2012,economic,spend >30% on housing,Minnesota,pct,29
2008,economic,spend >30% on housing,Minnesota,rank,22
2009,economic,spend >30% on housing,Minnesota,rank,17
2010,economic,spend >30% on housing,Minnesota,rank,18
2011,economic,spend >30% on housing,Minnesota,rank,11
2012,economic,spend >30% on housing,Minnesota,rank,9
2008,economic,children in poverty,Minnesota,count,140000
2009,economic,children in poverty,Minnesota,count,174000
2010,economic,children in poverty,Minnesota,count,192000
2011,economic,children in poverty,Minnesota,count,194000
2012,economic,children in poverty,Minnesota,count,184000
2008,economic,children in poverty,Minnesota,pct,11
2009,economic,children in poverty,Minnesota,pct,14
2010,economic,children in poverty,Minnesota,pct,15
2011,economic,children in poverty,Minnesota,pct,15
2012,economic,children in poverty,Minnesota,pct,15
2008,economic,children in poverty,Minnesota,rank,4
2009,economic,children in poverty,Minnesota,rank,11
2010,economic,children in poverty,Minnesota,rank,10
2011,economic,children in poverty,Minnesota,rank,3
2012,economic,children in poverty,Minnesota,rank,4
2008,economic,parents without full-time employment,Minnesota,count,269000
2009,economic,parents without full-time employment,Minnesota,count,317000
2010,economic,parents without full-time employment,Minnesota,count,352000
2011,economic,parents without full-time employment,Minnesota,count,330000
2012,economic,parents without full-time employment,Minnesota,count,312000
2008,economic,parents without full-time employment,Minnesota,pct,22
2009,economic,parents without full-time employment,Minnesota,pct,25
2010,economic,parents without full-time employment,Minnesota,pct,27
2011,economic,parents without full-time employment,Minnesota,pct,26
2012,economic,parents without full-time employment,Minnesota,pct,24
2008,economic,parents without full-time employment,Minnesota,rank,7
2009,economic,parents without full-time employment,Minnesota,rank,8
2010,economic,parents without full-time employment,Minnesota,rank,10
2011,economic,parents without full-time employment,Minnesota,rank,10
2012,economic,parents without full-time employment,Minnesota,rank,5
2008,economic,teens not attending school,Minnesota,count,12000
2009,economic,teens not attending school,Minnesota,count,19000
2010,economic,teens not attending school,Minnesota,count,14000
2011,economic,teens not attending school,Minnesota,count,14000
2012,economic,teens not attending school,Minnesota,count,14000
2008,economic,teens not attending school,Minnesota,pct,4
2009,economic,teens not attending school,Minnesota,pct,6
2010,economic,teens not attending school,Minnesota,pct,5
2011,economic,teens not attending school,Minnesota,pct,5
2012,economic,teens not attending school,Minnesota,pct,5
2008,economic,teens not attending school,Minnesota,rank,1
2009,economic,teens not attending school,Minnesota,rank,2
2010,economic,teens not attending school,Minnesota,rank,3
2011,economic,teens not attending school,Minnesota,rank,2
2012,economic,teens not attending school,Minnesota,rank,3
2008,economic,spend >30% on housing,Mississippi,count,259000
2009,economic,spend >30% on housing,Mississippi,count,269000
2010,economic,spend >30% on housing,Mississippi,count,263000
2011,economic,spend >30% on housing,Mississippi,count,280000
2012,economic,spend >30% on housing,Mississippi,count,265000
2008,economic,spend >30% on housing,Mississippi,pct,34
2009,economic,spend >30% on housing,Mississippi,pct,35
2010,economic,spend >30% on housing,Mississippi,pct,35
2011,economic,spend >30% on housing,Mississippi,pct,37
2012,economic,spend >30% on housing,Mississippi,pct,35
2008,economic,spend >30% on housing,Mississippi,rank,22
2009,economic,spend >30% on housing,Mississippi,rank,22
2010,economic,spend >30% on housing,Mississippi,rank,19
2011,economic,spend >30% on housing,Mississippi,rank,27
2012,economic,spend >30% on housing,Mississippi,rank,29
2008,economic,children in poverty,Mississippi,count,229000
2009,economic,children in poverty,Mississippi,count,233000
2010,economic,children in poverty,Mississippi,count,242000
2011,economic,children in poverty,Mississippi,count,236000
2012,economic,children in poverty,Mississippi,count,256000
2008,economic,children in poverty,Mississippi,pct,30
2009,economic,children in poverty,Mississippi,pct,31
2010,economic,children in poverty,Mississippi,pct,33
2011,economic,children in poverty,Mississippi,pct,32
2012,economic,children in poverty,Mississippi,pct,35
2008,economic,children in poverty,Mississippi,rank,50
2009,economic,children in poverty,Mississippi,rank,50
2010,economic,children in poverty,Mississippi,rank,50
2011,economic,children in poverty,Mississippi,rank,50
2012,economic,children in poverty,Mississippi,rank,50
2008,economic,parents without full-time employment,Mississippi,count,269000
2009,economic,parents without full-time employment,Mississippi,count,300000
2010,economic,parents without full-time employment,Mississippi,count,292000
2011,economic,parents without full-time employment,Mississippi,count,285000
2012,economic,parents without full-time employment,Mississippi,count,301000
2008,economic,parents without full-time employment,Mississippi,pct,35
2009,economic,parents without full-time employment,Mississippi,pct,39
2010,economic,parents without full-time employment,Mississippi,pct,39
2011,economic,parents without full-time employment,Mississippi,pct,38
2012,economic,parents without full-time employment,Mississippi,pct,40
2008,economic,parents without full-time employment,Mississippi,rank,50
2009,economic,parents without full-time employment,Mississippi,rank,50
2010,economic,parents without full-time employment,Mississippi,rank,50
2011,economic,parents without full-time employment,Mississippi,rank,50
2012,economic,parents without full-time employment,Mississippi,rank,50
2008,economic,teens not attending school,Mississippi,count,17000
2009,economic,teens not attending school,Mississippi,count,24000
2010,economic,teens not attending school,Mississippi,count,23000
2011,economic,teens not attending school,Mississippi,count,22000
2012,economic,teens not attending school,Mississippi,count,23000
2008,economic,teens not attending school,Mississippi,pct,9
2009,economic,teens not attending school,Mississippi,pct,12
2010,economic,teens not attending school,Mississippi,pct,13
2011,economic,teens not attending school,Mississippi,pct,12
2012,economic,teens not attending school,Mississippi,pct,12
2008,economic,teens not attending school,Mississippi,rank,34
2009,economic,teens not attending school,Mississippi,rank,45
2010,economic,teens not attending school,Mississippi,rank,47
2011,economic,teens not attending school,Mississippi,rank,48
2012,economic,teens not attending school,Mississippi,rank,49
2008,economic,spend >30% on housing,Missouri,count,419000
2009,economic,spend >30% on housing,Missouri,count,452000
2010,economic,spend >30% on housing,Missouri,count,463000
2011,economic,spend >30% on housing,Missouri,count,444000
2012,economic,spend >30% on housing,Missouri,count,432000
2008,economic,spend >30% on housing,Missouri,pct,29
2009,economic,spend >30% on housing,Missouri,pct,32
2010,economic,spend >30% on housing,Missouri,pct,33
2011,economic,spend >30% on housing,Missouri,pct,31
2012,economic,spend >30% on housing,Missouri,pct,31
2008,economic,spend >30% on housing,Missouri,rank,9
2009,economic,spend >30% on housing,Missouri,rank,13
2010,economic,spend >30% on housing,Missouri,rank,15
2011,economic,spend >30% on housing,Missouri,rank,9
2012,economic,spend >30% on housing,Missouri,rank,13
2008,economic,children in poverty,Missouri,count,259000
2009,economic,children in poverty,Missouri,count,291000
2010,economic,children in poverty,Missouri,count,291000
2011,economic,children in poverty,Missouri,count,306000
2012,economic,children in poverty,Missouri,count,310000
2008,economic,children in poverty,Missouri,pct,19
2009,economic,children in poverty,Missouri,pct,21
2010,economic,children in poverty,Missouri,pct,21
2011,economic,children in poverty,Missouri,pct,22
2012,economic,children in poverty,Missouri,pct,23
2008,economic,children in poverty,Missouri,rank,32
2009,economic,children in poverty,Missouri,rank,32
2010,economic,children in poverty,Missouri,rank,28
2011,economic,children in poverty,Missouri,rank,26
